0,neutral
1,neutral
2,neutral
3,positive
4,positive
5,neutral
6,positive
7,negative
8,negative
9,neutral
10,negative
11,neutral
12,neutral
13,neutral
14,positive
15,negative
16,positive
17,neutral
18,neutral
19,neutral
20,neutral
21,neutral
22,neutral
23,negative
24,neutral
25,neutral
26,negative
27,positive
28,neutral
29,neutral
30,positive
31,positive
32,neutral
33,positive
34,neutral
35,positive
36,neutral
37,positive
38,positive
39,positive
40,positive
41,positive
42,positive
43,positive
44,positive
45,positive
46,neutral
47,positive
48,positive
49,neutral
50,positive
51,neutral
52,negative
53,positive
54,positive
55,positive
56,negative
57,neutral
58,positive
59,neutral
60,negative
61,positive
62,positive
63,negative
64,negative
65,negative
66,neutral
67,positive
68,neutral
69,neutral
70,positive
71,positive
72,neutral
73,neutral
74,positive
75,negative
76,positive
77,neutral
78,positive
79,negative
80,negative
81,positive
82,negative
83,neutral
84,positive
85,neutral
86,positive
87,positive
88,neutral
89,negative
90,neutral
91,negative
92,neutral
93,neutral
94,neutral
95,neutral
96,neutral
97,positive
98,neutral
99,neutral
100,positive
101,negative
102,positive
103,positive
104,positive
105,negative
106,neutral
107,neutral
108,positive
109,negative
110,positive
111,positive
112,positive
113,neutral
114,neutral
115,positive
116,negative
117,positive
118,positive
119,neutral
120,positive
121,negative
122,positive
123,positive
124,positive
125,positive
126,negative
127,neutral
128,positive
129,positive
130,negative
131,positive
132,neutral
133,positive
134,neutral
135,neutral
136,positive
137,neutral
138,positive
139,neutral
140,positive
141,positive
142,neutral
143,neutral
144,positive
145,neutral
146,neutral
147,neutral
148,positive
149,positive
150,negative
151,positive
152,positive
153,negative
154,negative
155,positive
156,positive
157,positive
158,positive
159,positive
160,negative
161,neutral
162,positive
163,negative
164,neutral
165,neutral
166,neutral
167,neutral
168,positive
169,negative
170,positive
171,negative
172,positive
173,positive
174,positive
175,positive
176,negative
177,positive
178,positive
179,positive
180,positive
181,neutral
182,positive
183,neutral
184,neutral
185,neutral
186,neutral
187,neutral
188,negative
189,neutral
190,neutral
191,positive
192,positive
193,negative
194,negative
195,neutral
196,negative
197,negative
198,neutral
199,positive
200,positive
201,positive
202,positive
203,positive
204,positive
205,negative
206,neutral
207,negative
208,negative
209,positive
210,positive
211,negative
212,positive
213,neutral
214,negative
215,negative
216,positive
217,negative
218,positive
219,neutral
220,positive
221,positive
222,neutral
223,positive
224,positive
225,neutral
226,neutral
227,neutral
228,negative
229,neutral
230,positive
231,neutral
232,positive
233,neutral
234,negative
235,positive
236,negative
237,negative
238,positive
239,neutral
240,neutral
241,neutral
242,neutral
243,positive
244,neutral
245,positive
246,neutral
247,neutral
248,neutral
249,positive
250,positive
251,negative
252,positive
253,positive
254,neutral
255,positive
256,neutral
257,neutral
258,positive
259,negative
260,positive
261,neutral
262,positive
263,neutral
264,positive
265,neutral
266,positive
267,negative
268,neutral
269,negative
270,neutral
271,neutral
272,neutral
273,neutral
274,neutral
275,neutral
276,negative
277,negative
278,neutral
279,positive
280,negative
281,negative
282,negative
283,negative
284,positive
285,positive
286,neutral
287,negative
288,positive
289,neutral
290,negative
291,negative
292,neutral
293,neutral
294,negative
295,neutral
296,positive
297,negative
298,neutral
299,negative
300,positive
301,neutral
302,positive
303,negative
304,neutral
305,neutral
306,positive
307,neutral
308,negative
309,positive
310,positive
311,positive
312,negative
313,positive
314,positive
315,positive
316,positive
317,positive
318,negative
319,neutral
320,neutral
321,positive
322,neutral
323,negative
324,negative
325,neutral
326,negative
327,positive
328,negative
329,positive
330,negative
331,neutral
332,negative
333,negative
334,positive
335,neutral
336,neutral
337,neutral
338,neutral
339,negative
340,positive
341,neutral
342,neutral
343,neutral
344,positive
345,positive
346,neutral
347,negative
348,neutral
349,neutral
350,positive
351,neutral
352,neutral
353,neutral
354,neutral
355,negative
356,negative
357,neutral
358,positive
359,neutral
360,negative
361,negative
362,negative
363,negative
364,neutral
365,negative
366,positive
367,neutral
368,positive
369,neutral
370,positive
371,positive
372,positive
373,neutral
374,negative
375,neutral
376,positive
377,neutral
378,negative
379,positive
380,positive
381,negative
382,negative
383,neutral
384,neutral
385,negative
386,negative
387,positive
388,negative
389,positive
390,negative
391,neutral
392,neutral
393,neutral
394,positive
395,positive
396,neutral
397,neutral
398,positive
399,neutral
400,positive
401,positive
402,positive
403,positive
404,negative
405,positive
406,neutral
407,neutral
408,positive
409,positive
410,positive
411,negative
412,neutral
413,positive
414,neutral
415,positive
416,negative
417,neutral
418,neutral
419,negative
420,neutral
421,neutral
422,neutral
423,neutral
424,neutral
425,neutral
426,negative
427,neutral
428,negative
429,neutral
430,negative
431,positive
432,neutral
433,positive
434,neutral
435,neutral
436,positive
437,negative
438,neutral
439,neutral
440,neutral
441,neutral
442,neutral
443,positive
444,positive
445,neutral
446,neutral
447,positive
448,neutral
449,neutral
450,negative
451,positive
452,neutral
453,positive
454,neutral
455,neutral
456,positive
457,positive
458,negative
459,neutral
460,neutral
461,neutral
462,neutral
463,negative
464,neutral
465,neutral
466,neutral
467,positive
468,negative
469,neutral
470,neutral
471,neutral
472,neutral
473,negative
474,negative
475,positive
476,positive
477,neutral
478,negative
479,positive
480,negative
481,positive
482,neutral
483,neutral
484,neutral
485,neutral
486,neutral
487,positive
488,negative
489,neutral
490,positive
491,neutral
492,neutral
493,positive
494,positive
495,neutral
496,negative
497,neutral
498,neutral
499,neutral
500,neutral
501,negative
502,negative
503,neutral
504,negative
505,neutral
506,negative
507,negative
508,neutral
509,neutral
510,neutral
511,positive
512,negative
513,neutral
514,negative
515,neutral
516,neutral
517,positive
518,neutral
519,positive
520,negative
521,neutral
522,neutral
523,neutral
524,neutral
525,neutral
526,neutral
527,neutral
528,neutral
529,neutral
530,neutral
531,neutral
532,neutral
533,neutral
534,neutral
535,neutral
536,neutral
537,neutral
538,neutral
539,neutral
540,neutral
541,neutral
542,neutral
543,neutral
544,neutral
545,neutral
546,neutral
547,neutral
548,neutral
549,neutral
550,neutral
